OBJECTID_1 *,Shape *,StateStructureId,BridgeNumber,BridgeName,FacilitiesCarried,FeaturesIntersected,Owner,Custodian,CityName,CountyName,RegionName,Latitude,Longitude,ParallelStructure,HistoricSignificanceNRHP,HistoricalSignificanceHAER,HistoricSignificanceLocal,YearBuilt,YearRebuilt,StructureLengthByFeet,MaximumSpanLengthFeet,ScreeningLengthBy10th,LanesOn,CurbToCurbWidthFeetAnd10th,OutToOutWidthFeetAnd10th,SidewalkCurbWidthLeftBy10th,SidewalkCurbWidthRightBy10th,MinVertClrncOverDeck,MinVertClrncUnderBridge,MainSpanDesign,MainSpanMaterial,ApproachSpanDesign,ApproachSpanMaterial,SpanType,NumberOfSpans,ServiceOn,ServiceUnder,DesignLoadCode,OpenClosedPosted,OnUnderCode,FederalHighwayClass,ServiceLevel,RouteIdentifier,StateRouteMilepost,AheadBackIndicator,InventoryDirection,Detour,BaseHighwayNetwork,NationalTruckNetwork,STRAHNET,FederalLandsHighway,DeckCondition,SuperstructureCondition,SubstructureCondition,BridgeOverallConditionState,CulvertCondition,ScourCondition,NumberOfUtilites,InspectionFrequency,InspectionDate,InspectionDueDate,PrpsedImprvTypeOfWork,PrpsedImprvWorkMethod,PrpsedImprvStructureLgthByFT,PrpsedImprvRoadwayWdthByFT,PrpsedImprvCostPerSFDeck,PrpsedImprvStructureCost,PrpsedImprvRoadwayCost,PrpsedImprvEngMiscCost,PrpsedImprvTotalCost,PrpsedImprvEstimateYear,TunnelPortalShape,TunnelShape,TunnelLengthByFeet,TunnelGroundConditions,TunnelNumberOfBores,TunnelServiceLevel,TunnelOtherRestriction,TunnelHazardousMatRest,TunnelHeightRestrictionFlag,TunnelMinVertClrncOverRdBy10,TunnelComplexCode,updated_date,Structure ID,ObjectID,Min Need Year
202,Point,0002355A, 14/118,ROCK CR,SR 14,ROCK CR,Washington State,Washington State,UNINCORPORATED,Skamania County,SW,45.689762,-121.889137,N,5,<Null>,<Null>,1938,0,200,67,99.9,2,24,31.2,4.3,0,9999,0,4,2,0,0,CTB,5,5,5,2,A,1,3,1,14,43.9,<Null>,B,3,1,Y,0,2,7,7,6,Fair,9,5,0,24,4/5/2022,4/5/2024,35,1,200,33,475,1568,314,1254,3135,2022,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,10/16/2023 3:33,0002355A,630,2024
203,Point,0002385A, 26/275,UNION FLAT CREEK,SR 26,UNION FLAT CREEK,Washington State,Washington State,UNINCORPORATED,Whitman County,EA,46.832443,-117.510361,N,5,<Null>,<Null>,1938,1989,190,70,99.9,2,32.4,35.4,0,0,9999,0,4,2,0,0,CTB,5,1,5,2,A,1,3,1,26,124.94,<Null>,B,8,1,Y,0,0,7,7,7,Good,9,8,0,24,3/21/2023,3/21/2025,35,1,190,40,475,1805,361,1444,3610,2022,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,10/16/2023 3:33,0002385A,926,2024
204,Point,0002385B, 26/2SP,N FK PALOUSE R WEST WYE,SR 26 SPUR,PALOUSE RIVER,Washington State,Washington State,COLFAX,Whitman County,EA,46.890152,-117.364594,N,5,<Null>,<Null>,1938,0,114,56,99.9,2,26,32.5,0.5,4,9999,0,4,1,0,0,CTB,2,5,5,2,A,1,3,4,026SPCOLFAX,133.47,<Null>,B,0,1,Y,0,0,5,4,4,Poor,9,8,3,12,7/25/2023,7/25/2024,35,1,114,32,475,866,173,693,1733,2022,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,10/16/2023 3:33,0002385B,121,2024
205,Point,0002395A, 28/121,CRAB CREEK,SR 28,CRAB CREEK,Washington State,Washington State,UNINCORPORATED,Grant County,NC,47.427387,-119.273972,N,5,<Null>,<Null>,1939,0,200,68,99.9,2,24,30,0,4.3,9999,0,4,2,0,0,CTB,5,5,5,2,A,1,3,1,28,63.39,<Null>,B,2,1,Y,0,0,8,6,6,Fair,9,5,1,24,9/21/2021,9/21/2023,35,1,200,38,400,1520,304,1216,3040,2014,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,10/16/2023 3:33,0002395A,955,2024
206,Point,0002396A,101/308,CALAWAH RIVER,US 101,CALAWAH RIVER,Washington State,Washington State,FORKS,Clallam County,OL,47.95961,-124.392746,N,5,<Null>,<Null>,1938,0,264,170,99.9,2,24,26,0,5.8,1409,0,10,3,4,1,STrus CTB,1,5,5,2,A,1,2,1,101,192.36,<Null>,B,99,1,Y,0,0,6,5,6,Fair,9,8,2,24,3/22/2023,3/22/2025,35,1,264,39,475,2446,489,1956,4891,2022,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,10/16/2023 3:33,0002396A,479,2024
207,Point,0002397A,  2/115A,JOHN GLICK HENRY MEM BR,5TH ST N,S FK SKYKOMISH RIVER,Washington State,Washington State,SKYKOMISH,King County,NW,47.710339,-121.360939,N,3,<Null>,<Null>,1939,0,279,220,99.9,2,24,25.1,6,0,1500,0,10,3,4,1,STrus CTB,1,5,5,2,A,1,5,1,420006240,0.16,<Null>,B,3,0,N,0,2,6,6,6,Fair,9,8,2,24,4/6/2022,4/6/2024,35,1,279,30,475,1988,398,1590,3976,2022,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,10/16/2023 3:33,0002397A,778,2024
208,Point,0002425A,542/38,HALF BRIDGE,SR 542,SLIDE AREA,Washington State,Washington State,UNINCORPORATED,Whatcom County,NW,48.911388,-121.760475,N,5,<Null>,<Null>,1938,0,102,31,97,2,34,22.2,0,0,9999,0,2,7,0,0,TTC,4,1,0,2,A,1,3,1,542,43.2,<Null>,B,99,0,Y,0,2,8,7,6,Fair,9,N,0,24,4/25/2023,4/25/2025,35,1,102,36,475,872,174,698,1744,2022,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,10/16/2023 3:33,0002425A,1402,2024
209,Point,0002442A,  7/10,E FK TILTON RIVER,SR 7,S FK TILTON RIVER,Washington State,Washington State,UNINCORPORATED,Lewis County,SW,46.58839,-122.242584,N,5,<Null>,<Null>,1938,0,200,80,99.9,2,24,29.5,3.5,0,9999,0,4,2,0,0,CTB,5,5,5,2,A,1,3,1,7,3.26,<Null>,B,25,1,Y,0,0,3,6,7,Poor,9,5,2,24,8/14/2023,8/14/2025,35,1,200,32,475,1520,304,1216,3040,2022,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,10/16/2023 3:33,0002442A,29,2024
210,Point,0002450A,153/10,METHOW RIVER,SR 153,METHOW RIVER,Washington State,Washington State,UNINCORPORATED,Okanogan County,NC,48.137833,-120.015228,N,5,<Null>,<Null>,1939,0,476,80,99.9,2,24,30.9,0,3.5,9999,0,4,2,0,0,CTB,9,5,5,2,A,1,3,1,153,11.83,<Null>,B,23,1,Y,0,0,3,6,5,Poor,9,3,1,24,10/5/2021,10/5/2023,35,1,476,30,475,3392,678,2713,6783,2022,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,10/16/2023 3:33,0002450A,85,2024
211,Point,0002450B,153/13,METHOW RIVER,SR 153,METHOW RIVER,Washington State,Washington State,UNINCORPORATED,Okanogan County,NC,48.145771,-120.046516,N,5,<Null>,<Null>,1939,0,415,80,99.9,2,24,30.9,0,3.5,9999,0,4,2,0,0,CTB,7,5,5,2,A,1,3,1,153,13.45,<Null>,B,39,1,Y,0,0,3,7,5,Poor,9,7,2,24,10/5/2021,10/5/2023,35,1,415,30,475,2957,591,2366,5914,2022,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,10/16/2023 3:33,0002450B,86,2024
212,Point,0002450C,153/14,METHOW RIVER,SR 153,METHOW RIVER,Washington State,Washington State,UNINCORPORATED,Okanogan County,NC,48.151024,-120.05526,N,5,<Null>,<Null>,1939,0,350,80,99.9,2,24,30.9,0,3.5,9999,0,4,2,0,0,CTB,7,5,5,2,A,1,3,1,153,14,<Null>,B,39,1,Y,0,0,3,5,6,Poor,9,3,1,24,10/5/2021,10/5/2023,35,1,350,30,475,2494,499,1995,4988,2022,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,10/16/2023 3:33,0002450C,87,2024
213,Point,0002450D,153/15,METHOW RIVER,SR 153,METHOW RIVER,Washington State,Washington State,UNINCORPORATED,Okanogan County,NC,48.165535,-120.078598,N,5,<Null>,<Null>,1939,0,302,80,99.9,2,24,30.9,0,3.5,9999,0,4,2,0,0,CTB,5,5,5,2,A,1,3,1,153,15.51,<Null>,B,39,1,Y,0,0,3,6,5,Poor,9,5,1,24,10/5/2021,10/5/2023,35,1,302,30,475,2152,430,1722,4304,2022,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,10/16/2023 3:33,0002450D,88,2024
214,Point,0002457A,  4/120,SKAMOKAWA CREEK,SR 4,SKAMOKAWA CREEK,Washington State,Washington State,UNINCORPORATED,Wahkiakum County,SW,46.27039,-123.456718,N,3,<Null>,<Null>,1939,0,239,93,99.9,2,24,24.9,3,3,9999,0,3,3,2,7,SG CTB TTC,2,5,5,2,A,1,3,1,4,28.92,<Null>,B,6,1,Y,0,0,6,5,6,Fair,9,5,2,24,4/28/2022,4/28/2024,35,1,239,30,475,1703,341,1362,3406,2022,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,10/16/2023 3:33,0002457A,293,2024
215,Point,0002473A,  5/36E,E FORK LEWIS RIVER,I-5,E FORK LEWIS RIVER,Washington State,Washington State,UNINCORPORATED,Clark County,SW,45.871723,-122.710136,R,5,<Null>,<Null>,1939,0,852,248,99.9,3,48,49,4,4,1500,1607,10,3,4,2,STrus CTB,1,5,6,2,P,1,1,1,5,18.21,<Null>,I,1,1,Y,1,0,6,4,6,Poor,9,3,0,24,8/2/2021,8/2/2023,35,1,852,54,475,10927,2185,8742,21854,2022,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,10/16/2023 3:33,0002473A,165,2024
216,Point,0002513A, 12/306,INDIAN CREEK,US 12,INDIAN CREEK,Washington State,Washington State,UNINCORPORATED,Yakima County,SC,46.645123,-121.250824,N,5,<Null>,<Null>,1939,0,139,76,99.9,2,24,30,0,3,9999,0,4,2,0,0,CTB,3,5,5,2,A,1,2,1,12,159.01,<Null>,B,22,1,Y,0,2,6,6,6,Fair,9,3,2,24,3/21/2022,3/21/2024,35,1,139,32,475,1056,211,845,2113,2022,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,10/16/2023 3:33,0002513A,574,2024
217,Point,0002538B,  6/123,CHEHALIS R RIVERSIDE,SR 6,CHEHALIS RIVER,Washington State,Washington State,UNINCORPORATED,Lewis County,SW,46.657639,-122.98597,N,5,1,<Null>,1939,0,1045,240,99.9,2,24,25,0.6,3.5,1410,0,10,3,2,7,STrus TTC,1,5,5,2,P,1,3,1,6,50.94,<Null>,B,2,1,Y,0,0,6,6,5,Fair,9,5,1,24,5/15/2023,5/15/2025,35,1,1045,33,475,8190,1638,6552,16380,2022,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,10/16/2023 3:33,0002538B,448,2024
218,Point,0002539B,101/33,JORGENSON SLOUGH,US 101,JORGENSON SLOUGH,Washington State,Washington State,UNINCORPORATED,Pacific County,SW,46.501156,-123.886452,N,5,<Null>,<Null>,1939,0,70,17,65,2,29.3,30,0,0,9999,0,1,7,0,0,TS,4,1,5,2,A,1,2,1,101,34.34,<Null>,B,99,1,Y,2,0,7,7,6,Fair,9,8,1,24,5/23/2022,5/23/2024,35,1,70,36,475,598,120,479,1197,2022,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,10/16/2023 3:33,0002539B,481,2024
219,Point,0002539D,101/36,TIDE SLOUGH,US 101,TIDE SLOUGH,Washington State,Washington State,UNINCORPORATED,Pacific County,SW,46.518223,-123.885803,N,5,<Null>,<Null>,1939,0,138,17,99.9,2,28.5,30.8,0,0,9999,0,1,7,0,0,TS,8,1,5,2,A,1,2,1,101,35.53,<Null>,B,99,1,Y,2,0,6,6,6,Fair,9,8,1,24,5/23/2023,5/23/2025,35,1,138,40,475,1311,262,1049,2622,2022,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,10/16/2023 3:33,0002539D,483,2024
220,Point,0002555A, 25/112,COLVILLE RIVER,SR 25,COLVILLE RIVER,Washington State,Washington State,UNINCORPORATED,Stevens County,EA,48.573181,-118.087669,N,5,<Null>,<Null>,1939,0,188,60,99.9,2,24,26.8,0,0,9999,0,4,2,0,0,CTB,5,1,5,2,A,1,3,1,25,78.39,<Null>,B,11,1,Y,0,0,7,7,7,Good,9,5,1,24,4/18/2023,4/18/2025,35,1,188,30,475,1340,268,1072,2679,2022,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,10/16/2023 3:33,0002555A,920,2024
221,Point,0002559A,  5/40W,LEWIS RIVER,I-5,LEWIS RIVER,Washington State,Washington State,UNINCORPORATED,Clark County,SW,45.888737,-122.732635,L,5,<Null>,<Null>,1940,0,1310,324,99.9,3,48,49,4,4,1501,0,10,4,4,2,STrus CTB,3,5,5,2,P,1,1,1,5,19.83,<Null>,D,1,1,Y,1,0,6,4,6,Poor,9,5,1,24,3/20/2023,3/20/2025,35,1,1310,50,475,15556,3111,12445,31112,2022,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,10/16/2023 3:33,0002559A,168,2024
222,Point,0002561A,  2/118,ANTHRACITE CREEK,US 2,ANTHRACITE CREEK,Washington State,Washington State,UNINCORPORATED,King County,NW,47.712029,-121.322975,N,5,<Null>,<Null>,1940,0,45,45,40,2,24,30.1,0,3.5,9999,0,4,1,0,0,CTB,1,5,5,2,A,1,2,1,2,50.55,<Null>,B,4,1,Y,0,2,3,7,6,Poor,9,3,1,24,7/19/2022,7/19/2024,35,1,45,32,475,342,68,274,684,2022,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,10/16/2023 3:33,0002561A,13,2024
223,Point,0002565A,141/5,WHITE SALMON RIVER,SR 141,WHITE SALMON R,Washington State,Washington State,UNINCORPORATED,Klickitat County,SW,45.798912,-121.485558,N,5,<Null>,<Null>,1940,0,188,120,99.9,2,27,29.7,0.8,6.4,9999,0,10,3,4,2,STrus CG,1,5,5,2,A,1,3,1,141,8.7,<Null>,B,11,0,N,0,2,6,6,7,Fair,9,5,1,24,6/21/2022,6/21/2024,35,1,188,32,475,1429,286,1143,2858,2022,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,10/16/2023 3:33,0002565A,651,2024
224,Point,0002571A, 20/7,SNOW CREEK,SR 20,SNOW CREEK,Washington State,Washington State,UNINCORPORATED,Jefferson County,OL,47.987831,-122.88575,N,5,<Null>,<Null>,1940,0,104,17,99,2,35,37,0,0,9999,0,2,7,0,0,TTC,6,1,5,2,A,1,3,1,20,0.05,<Null>,B,1,1,Y,0,0,7,7,6,Fair,9,8,1,24,9/13/2022,9/13/2024,35,1,104,36,475,889,178,711,1778,2022,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,10/16/2023 3:33,0002571A,837,2024
225,Point,0002580A,  2/26,SULTAN RIVER,US 2,SULTAN RIVER,Washington State,Washington State,SULTAN,Snohomish County,NW,47.8606,-121.821304,N,2,<Null>,<Null>,1940,0,590,240,99.9,2,24,25.6,3.5,0,1407,0,10,3,4,2,STrus CTB,1,5,5,2,A,1,2,1,2,22.04,<Null>,B,12,1,Y,0,0,6,6,7,Fair,9,3,5,24,3/14/2022,3/14/2024,35,1,590,40,475,5605,1121,4484,11210,2022,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,10/16/2023 3:33,0002580A,1748,2024
226,Point,0002607A,  2/125,DECEPTION CR,US 2,DECEPTION CR,Washington State,Washington State,UNINCORPORATED,King County,NW,47.715057,-121.194557,N,5,<Null>,<Null>,1940,1991,39,39,34,3,47.8,50,0,0,9999,0,4,1,0,0,CTB,1,1,5,2,A,1,2,1,2,56.75,<Null>,B,99,1,Y,0,2,7,7,6,Fair,9,8,0,24,7/19/2022,7/19/2024,35,1,39,50,475,463,93,370,926,2022,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,10/16/2023 3:33,0002607A,781,2024
227,Point,0002613A,395/545,COLUMBIA RIVER  KETTLE FALLS,US 395,COLUMBIA R  KETTLE FALLS,Washington State,Washington State,UNINCORPORATED,Stevens County,EA,48.625156,-118.11483,N,1,<Null>,<Null>,1941,0,1267,600,99.9,2,24,26.6,5.3,0,1410,0,10,4,4,2,STrus CTB,3,5,5,2,A,1,2,1,395,241.49,<Null>,B,52,1,Y,0,2,6,6,6,Fair,9,8,0,24,6/12/2023,6/12/2025,35,1,1267,36,475,10833,2167,8666,21666,2022,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,10/16/2023 3:33,0002613A,998,2024
228,Point,0002614A,  2/220,ICICLE DITCH SPILLWAY,US 2,ICICLE DITCH SPILLWAY,Washington State,Washington State,UNINCORPORATED,Chelan County,NC,47.594193,-120.640358,N,5,<Null>,<Null>,1940,0,120,48,99.9,2,30,32,0,0,9999,0,4,2,0,0,CTB,4,1,5,2,A,1,2,1,2,101.04,<Null>,B,6,1,Y,0,0,7,7,6,Fair,9,9,3,24,8/4/2021,8/4/2023,35,1,120,36,475,1026,205,821,2052,2022,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,10/16/2023 3:33,0002614A,788,2024
229,Point,0002614B,  2/224S,PESHASTIN CREEK,US 2,PESHASTIN CREEK,Washington State,Washington State,UNINCORPORATED,Chelan County,NC,47.556499,-120.588448,R,5,<Null>,<Null>,1940,1962,248,77,99.9,2,30.5,31,0,3,9999,0,4,2,0,0,CTB,4,5,5,2,A,1,2,1,2,104.78,<Null>,I,1,1,Y,0,0,7,5,5,Fair,9,3,0,24,9/10/2022,9/10/2024,35,1,248,37,475,2180,436,1744,4359,2022,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,10/16/2023 3:33,0002614B,790,2024
230,Point,0002621A,105/118,CHAPIN CREEK,SR 105,CHAPIN CREEK,Washington State,Washington State,UNINCORPORATED,Grays Harbor County,OL,46.939999,-123.877357,N,5,<Null>,<Null>,1940,0,62,15,57,2,30,30.6,0,0,9999,0,1,7,0,0,TS,4,1,5,2,A,1,3,1,105,43.99,<Null>,B,71,1,Y,0,0,6,6,6,Fair,9,5,1,24,6/16/2022,6/16/2024,35,1,62,40,475,589,118,471,1178,2022,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,10/16/2023 3:33,0002621A,514,2024
231,Point,0002627A,101/314,SOL DUC RIVER  #2,US 101,SOL DUC RIVER,Washington State,Washington State,UNINCORPORATED,Clallam County,OL,48.068333,-124.296165,N,5,<Null>,<Null>,1941,0,317,160,99.9,2,24,26.7,0,1.3,1409,0,10,3,4,2,STrus CTB,1,5,5,2,A,1,2,1,101,203.15,<Null>,B,99,1,Y,0,0,5,6,7,Fair,9,7,0,24,3/21/2023,3/21/2025,35,1,317,40,475,3012,602,2409,6023,2022,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,10/16/2023 3:33,0002627A,415,2024
232,Point,0002627B,101/316,SOL DUC RIVER,US 101,SOL DUC RIVER,Washington State,Washington State,UNINCORPORATED,Clallam County,OL,48.069527,-124.285248,N,5,<Null>,<Null>,1941,0,248,160,99.9,2,24,26.7,0,0,1409,0,10,3,4,1,STrus CTB,1,5,5,2,A,1,2,1,101,203.66,<Null>,B,17,1,Y,0,0,4,6,7,Poor,9,5,1,24,3/21/2023,3/21/2025,35,1,248,40,475,2356,471,1885,4712,2022,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,10/16/2023 3:33,0002627B,75,2024
233,Point,0002657A,207/4,WENATCHEE RIVER,SR 207,WENATCHEE RIVER,Washington State,Washington State,UNINCORPORATED,Chelan County,NC,47.809582,-120.715111,N,5,<Null>,<Null>,1940,0,216,160,99.9,2,24,25.2,2.8,0.5,1407,0,10,3,4,1,STrus CTB,1,5,5,2,A,1,3,1,207,4.22,<Null>,B,9,0,N,0,2,3,6,6,Poor,9,3,2,24,4/11/2023,4/11/2025,35,1,216,36,475,1847,369,1478,3694,2022,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,10/16/2023 3:33,0002657A,104,2024
234,Point,0002658A, 25/6,SPOKANE RIVER,SR 25,SPOKANE RIVER,Washington State,Washington State,UNINCORPORATED,Lincoln County,EA,47.908249,-118.315552,N,1,<Null>,<Null>,1941,0,958,432,99.9,2,24,26.2,0.8,3.7,1408,0,10,3,4,2,STrus CTB,3,5,5,2,A,1,3,1,25,23.35,<Null>,B,99,1,Y,0,1,6,6,6,Fair,9,5,1,24,9/12/2022,9/12/2024,35,1,958,31,475,7054,1411,5643,14107,2022,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,10/16/2023 3:33,0002658A,923,2024
235,Point,0002661C, 97/144A,WIDE HOLLOW CREEK,MAIN ST UNION GAP,WIDE HOLLOW CREEK,Washington State,Washington State,UNION GAP,Yakima County,SC,46.543526,-120.476051,N,4,<Null>,<Null>,1941,0,23,22,20.8,4,59.3,64.4,0,0,9999,0,1,1,0,0,CS,1,1,5,2,P,1,5,1,097LX07592,0,<Null>,B,6,1,N,0,1,7,7,7,Good,9,5,1,24,4/7/2022,4/7/2024,35,1,23,68,475,372,74,297,743,2022,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,10/16/2023 3:33,0002661C,1595,2024
236,Point,0002672A,129/2,GRANDE RONDE RIVER,SR 129,GRANDE RONDE RIVER,Washington State,Washington State,UNINCORPORATED,Asotin County,SC,46.041473,-117.253029,N,1,<Null>,<Null>,1941,0,283,115,99.9,2,24,28.7,2.9,0,9999,0,2,4,4,1,SRB CG,3,5,5,2,A,1,3,1,129,4.33,<Null>,B,40,1,Y,0,0,7,6,6,Fair,9,5,0,24,9/15/2021,9/15/2023,35,1,283,28,400,1585,317,1268,3170,2014,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,10/16/2023 3:33,0002672A,623,2024
237,Point,0002687A,165/17,WILKESON CREEK,SR 165,WILKESON CREEK,Washington State,Washington State,WILKESON,Pierce County,OL,47.105476,-122.046455,N,5,<Null>,<Null>,1916,1941,50,50,45,2,24,30.4,0.5,4.5,9999,0,11,1,4,1,CEFA,1,5,5,0,A,1,3,1,165,16.75,<Null>,B,6,0,N,0,0,7,5,6,Fair,9,5,2,24,9/8/2021,9/8/2023,35,1,50,30,475,356,71,285,712,2022,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,10/16/2023 3:33,0002687A,287,2024
238,Point,0002688A,395/608,US 395 OVER RR  BARSTOW,US 395,RR,Washington State,Washington State,UNINCORPORATED,Ferry County,EA,48.77475,-118.142281,N,5,<Null>,<Null>,1941,0,192,66,99.9,2,24,29.7,3,0,9999,2406,4,2,0,0,CTB,5,5,2,2,A,1,2,1,395,252.74,<Null>,B,7,1,Y,0,2,7,7,7,Good,9,N,1,24,4/27/2023,4/27/2025,35,1,192,30,475,1368,274,1094,2736,2022,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,10/16/2023 3:33,0002688A,999,2024
239,Point,0002719A,  2/130N,TUNNEL CREEK,US 2,TUNNEL CREEK,Washington State,Washington State,UNINCORPORATED,King County,NC,47.71814,-121.122749,L,4,<Null>,<Null>,1941,0,190,60,99.9,1,25.5,27,0,0,9999,0,4,2,0,0,CTB,5,1,5,2,A,1,2,1,2,60.32,<Null>,D,1,1,Y,0,2,7,7,7,Good,9,9,0,24,8/3/2021,8/3/2023,35,1,190,27,400,1026,205,821,2052,2014,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,10/16/2023 3:33,0002719A,785,2024
240,Point,0002796A,507/114,DESCHUTES RIVER,SR 507,DESCHUTES RIVER,Washington State,Washington State,UNINCORPORATED,Thurston County,OL,46.872795,-122.730804,N,5,<Null>,<Null>,1943,1952,202,86,99.9,2,26.4,31.7,0,2.7,9999,0,2,4,0,0,SG,3,5,5,2,A,1,3,1,507,20.43,<Null>,B,9,1,Y,0,0,6,6,7,Fair,9,3,3,24,2/28/2022,2/28/2024,35,1,202,37,475,1775,355,1420,3550,2022,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,10/16/2023 3:33,0002796A,1312,2024
241,Point,0002809A,112/26,PYSHT RIVER,SR 112,PYSHT RIVER,Washington State,Washington State,UNINCORPORATED,Clallam County,OL,48.189632,-124.157394,N,5,<Null>,<Null>,1944,1951,147,72,99.9,2,25.5,25.9,0,0,9999,0,2,3,0,0,SRB,3,1,5,2,A,1,3,1,112,26.46,<Null>,B,34,0,N,0,0,6,7,7,Fair,9,5,0,24,8/25/2022,8/25/2024,35,1,147,28,475,978,196,782,1955,2022,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,10/16/2023 3:33,0002809A,534,2024
242,Point,0002910A,  7/9,SR 7 OVER ABANDONED RAILROAD,SR 7,ABANDONED RAILROAD,Washington State,Washington State,UNINCORPORATED,Lewis County,SW,46.578499,-122.250862,N,5,<Null>,<Null>,1944,0,251,50,99.9,2,24,29.5,3,0,9999,0,4,2,0,0,CTB,6,5,0,2,A,1,3,1,7,2.47,<Null>,B,4,1,Y,0,0,3,7,6,Poor,9,N,1,24,11/14/2022,11/14/2024,35,1,251,32,475,1908,382,1526,3815,2022,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,10/16/2023 3:33,0002910A,31,2024
