OBJECTID_1 *,Shape *,StateStructureId,BridgeNumber,BridgeName,FacilitiesCarried,FeaturesIntersected,Owner,Custodian,CityName,CountyName,RegionName,Latitude,Longitude,ParallelStructure,HistoricSignificanceNRHP,HistoricalSignificanceHAER,HistoricSignificanceLocal,YearBuilt,YearRebuilt,StructureLengthByFeet,MaximumSpanLengthFeet,ScreeningLengthBy10th,LanesOn,CurbToCurbWidthFeetAnd10th,OutToOutWidthFeetAnd10th,SidewalkCurbWidthLeftBy10th,SidewalkCurbWidthRightBy10th,MinVertClrncOverDeck,MinVertClrncUnderBridge,MainSpanDesign,MainSpanMaterial,ApproachSpanDesign,ApproachSpanMaterial,SpanType,NumberOfSpans,ServiceOn,ServiceUnder,DesignLoadCode,OpenClosedPosted,OnUnderCode,FederalHighwayClass,ServiceLevel,RouteIdentifier,StateRouteMilepost,AheadBackIndicator,InventoryDirection,Detour,BaseHighwayNetwork,NationalTruckNetwork,STRAHNET,FederalLandsHighway,DeckCondition,SuperstructureCondition,SubstructureCondition,BridgeOverallConditionState,CulvertCondition,ScourCondition,NumberOfUtilites,InspectionFrequency,InspectionDate,InspectionDueDate,PrpsedImprvTypeOfWork,PrpsedImprvWorkMethod,PrpsedImprvStructureLgthByFT,PrpsedImprvRoadwayWdthByFT,PrpsedImprvCostPerSFDeck,PrpsedImprvStructureCost,PrpsedImprvRoadwayCost,PrpsedImprvEngMiscCost,PrpsedImprvTotalCost,PrpsedImprvEstimateYear,TunnelPortalShape,TunnelShape,TunnelLengthByFeet,TunnelGroundConditions,TunnelNumberOfBores,TunnelServiceLevel,TunnelOtherRestriction,TunnelHazardousMatRest,TunnelHeightRestrictionFlag,TunnelMinVertClrncOverRdBy10,TunnelComplexCode,updated_date,Structure ID,ObjectID,Min Need Year
1334,Point,0012745A, 20/911,RUBY CREEK,SR 20,RUBY CREEK,Washington State,Washington State,UNINCORPORATED,Pend Oreille County,EA,48.554741,-117.344666,N,5,<Null>,<Null>,1985,0,135,45,99.9,2,34.3,37,0,0,9999,0,22,6,0,0,PCBTG,3,1,5,6,A,1,3,1,20,400.19,<Null>,B,70,1,Y,0,0,7,7,7,Good,9,8,0,24,4/18/2023,4/18/2025,35,1,135,32,475,1026,205,821,2052,2022,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,10/16/2023 3:33,0012745A,841,2024
1335,Point,0012747C,705/10E-S,E-S RAMP,I-705 RAMP,FLAT TERRAIN,Washington State,Washington State,TACOMA,Pierce County,OL,47.250278,-122.436386,N,5,<Null>,<Null>,1987,0,220,110,99.9,1,35,38,0,0,9999,0,5,6,0,0,POBX,2,1,0,6,A,1,1,7,705S100115,0.03,<Null>,I,1,0,Y,0,0,7,7,7,Good,9,N,0,24,11/28/2022,11/28/2024,35,1,220,46,475,2404,481,1923,4807,2022,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,10/16/2023 3:33,0012747C,1434,2024
1336,Point,0012782A, 90/319E-N,E-N RAMP OVER RAILROAD,E-NS RAMP I-90,BURLINGTON-NORTHERN RR,Washington State,Washington State,UNINCORPORATED,Adams County,EA,47.110668,-118.400719,N,5,<Null>,<Null>,1985,0,180,60,99.9,1,26,29,0,0,9999,2400,2,6,0,0,PCG,3,1,2,6,A,1,1,7,090P121981,0.43,<Null>,I,10,0,Y,0,0,7,7,7,Good,9,N,0,48,8/16/2022,8/16/2026,35,1,180,28,475,1197,239,958,2394,2022,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,10/16/2023 3:33,0012782A,1537,2024
1337,Point,0012800A, 12/512S,SNAKE RIVER VAUGHN HUBBARD,US 12,SNAKE R. & BN RY,Washington State,Washington State,PASCO,Franklin County,SC,46.217388,-119.025223,R,5,<Null>,<Null>,1986,0,1780,425,99.9,2,38,48.1,0,5,1611,5008,10,4,2,6,STrus PCG,3,5,7,6,A,1,2,1,12,294.51,<Null>,I,1,1,Y,0,0,6,5,6,Fair,9,3,1,24,4/18/2022,4/18/2024,35,1,1780,42,475,17756,3551,14204,35511,2022,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,10/16/2023 3:33,0012800A,584,2024
1338,Point,0012819A, 82/280N,COLUMBIA R BR @ UMATILLA,I-82,COLUMBIA RIVER,Washington State,Washington State,UNINCORPORATED,Benton County,SC,45.935001,-119.330002,L,3,<Null>,<Null>,1988,0,3433,660,99.9,2,38,50,8,0,9999,0,21,6,6,6,POBX,4,5,5,6,A,1,1,1,82,132.36,<Null>,D,1,1,Y,1,0,7,6,7,Fair,9,5,4,24,3/23/2022,3/23/2024,35,1,3433,40,475,32614,6523,26091,65227,2022,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,10/16/2023 3:33,0012819A,1472,2024
1339,Point,0012825A,  2/130S,TUNNEL CREEK,US 2,TUNNEL CREEK,Washington State,Washington State,UNINCORPORATED,King County,NC,47.718025,-121.122635,L,4,<Null>,<Null>,1985,0,170,105,99.9,2,36,39,0,0,9999,0,2,6,0,0,PCG,2,1,5,6,A,1,2,1,2,60.32,<Null>,I,1,1,Y,0,2,7,7,7,Good,9,5,1,24,8/3/2021,8/3/2023,35,1,170,38,475,1534,307,1227,3068,2022,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,10/16/2023 3:33,0012825A,786,2024
1340,Point,0012833C, 90/25.5N,HOMER HADLEY E APPR,W.B. I-90,LAKE WASHINGTON,Washington State,Washington State,UNINCORPORATED,King County,NW,47.589748,-122.258751,L,5,<Null>,<Null>,1989,0,1472,236,99.9,4,52,63,10,0,9999,1606,5,5,20,0,SBox PTCSeg PTCBox,1,5,6,6,A,1,1,1,90,4.28,<Null>,D,99,1,Y,1,0,7,6,7,Fair,9,5,1,24,4/15/2023,4/15/2025,35,1,1472,54,475,18878,3776,15103,37757,2022,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,10/16/2023 3:33,0012833C,1532,2024
1341,Point,0012835A,  5/325,14TH AVE OVER I-5,14TH AVE,I-5,Washington State,Washington State,OLYMPIA,Thurston County,OL,47.033638,-122.891167,N,5,<Null>,<Null>,1986,0,170,99,99.9,2,40,43,0,0,9999,1604,6,6,0,0,PCTG,2,1,1,6,A,1,5,1,005LX10545,0.15,<Null>,B,70,0,N,0,0,7,7,7,Good,9,N,0,48,11/19/2019,11/19/2023,35,1,170,42,400,1428,286,1142,2856,2014,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,10/16/2023 3:33,0012835A,1122,2024
1342,Point,0012912A, 90/40S,EAST CHANNEL-LK WASH,I-90,EAST CHANNEL-LK WASH,Washington State,Washington State,MERCER ISLAND,King County,NW,47.577816,-122.204659,R,2,<Null>,<Null>,1988,0,2224,300,99.9,5,110.5,113.5,0,0,9999,1908,5,4,0,0,SBOX,9,1,6,6,A,1,1,1,90,8.48,<Null>,I,19,1,Y,1,0,6,6,6,Fair,9,8,1,24,9/14/2022,9/14/2024,35,1,2224,154,475,81343,16269,65074,162686,2022,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,10/16/2023 3:33,0012912A,1543,2024
1343,Point,0012918A,101/405,JORSTED CREEK BRIDGE,US 101,JORSTED CREEK,Washington State,Washington State,UNINCORPORATED,Mason County,OL,47.526196,-123.050552,N,5,<Null>,<Null>,1985,0,180,60,99.9,2,40.9,44,0,0,9999,0,1,5,0,0,PCS,3,1,5,6,A,1,2,1,101,321.44,<Null>,B,38,1,Y,0,0,7,6,6,Fair,9,5,0,24,9/14/2022,9/14/2024,35,1,180,34,475,1454,291,1163,2907,2022,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,10/16/2023 3:33,0012918A,485,2024
1344,Point,0012947A,203/9,SLOUGH BRIDGE,SR 203,SLOUGH,Washington State,Washington State,UNINCORPORATED,King County,NW,47.590805,-121.90583,N,5,<Null>,<Null>,1986,0,210,42,99.9,2,33,36,0,0,9999,0,1,5,0,0,PCS,5,1,5,6,A,1,3,1,203,1.78,<Null>,B,5,1,Y,0,0,8,7,7,Good,9,8,0,24,8/15/2022,8/15/2024,35,1,210,34,475,1696,339,1357,3392,2022,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,10/16/2023 3:33,0012947A,854,2024
1345,Point,0012953A, 20/908,S FK LOST CREEK,SR 20,S FK LOST CREEK,Washington State,Washington State,UNINCORPORATED,Pend Oreille County,EA,48.611389,-117.365387,N,5,<Null>,<Null>,1986,0,68,67,64,2,33,36,0,0,9999,0,2,5,0,0,PCBTG,1,1,5,6,A,1,3,1,20,395.9,<Null>,B,70,1,Y,0,0,7,6,7,Fair,9,8,0,24,4/18/2023,4/18/2025,35,1,68,34,475,549,110,439,1098,2022,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,10/16/2023 3:33,0012953A,840,2024
1346,Point,0012964A,  5/335,SLEATER-KINNEY OVER I-5,SLEATER-KINNEY RD,I-5,Washington State,Washington State,OLYMPIA,Thurston County,OL,47.046249,-122.833725,N,5,<Null>,<Null>,1987,0,230,122,99.9,5,76,94,8,8,9999,1602,5,6,0,0,PCTG,2,5,1,6,A,1,5,1,005LX10839,0.07,<Null>,B,2,1,N,0,0,7,7,7,Good,9,N,0,24,9/29/2022,9/29/2024,35,1,230,94,475,5135,1027,4108,10270,2022,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,10/16/2023 3:33,0012964A,1126,2024
1347,Point,0012967A,101/105,NORTH RIVER,US 101,NORTH RIVER,Washington State,Washington State,UNINCORPORATED,Grays Harbor County,OL,46.883415,-123.710831,N,5,<Null>,<Null>,1986,0,428,190,99.9,2,36,39,0,0,9999,0,2,4,0,0,WSG,3,1,5,6,A,1,2,1,101,74.46,<Null>,B,38,1,Y,2,0,7,7,7,Good,9,8,3,24,5/23/2023,5/23/2025,35,1,428,46,475,4676,935,3741,9352,2022,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,10/16/2023 3:33,0012967A,1737,2024
1348,Point,0012992A,705/6N-N,N-N RAMP,I-705,CHEHALIS WESTERN RR,Washington State,Washington State,TACOMA,Pierce County,OL,47.235001,-122.431664,N,5,<Null>,<Null>,1988,0,1451,140,99.9,1,30.8,40,0,0,9999,2002,5,6,0,0,PTCBox,11,1,4,6,A,1,1,1,705,0.06,<Null>,I,1,1,Y,1,0,8,7,7,Good,9,N,0,24,8/7/2021,8/7/2023,35,1,1451,54,475,18609,3722,14887,37218,2022,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,10/16/2023 3:33,0012992A,1437,2024
1349,Point,0012992B,705/6E,SCHUSTER PARKWAY NB,I-705 NB,"I-705 NB, RAMP, STREETS+",Washington State,Washington State,TACOMA,Pierce County,OL,47.23534,-122.431145,R,5,<Null>,<Null>,1988,0,2588,170,99.9,2,38,41,0,0,9999,1804,6,6,0,0,PTCBox,18,1,4,6,A,1,1,1,705,0.34,<Null>,I,1,1,Y,1,0,8,6,7,Fair,9,N,0,24,8/7/2021,8/7/2023,35,1,2588,40,475,24586,4917,19669,49172,2022,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,10/16/2023 3:33,0012992B,1436,2024
1350,Point,0012994A,  5/311.5,TUMWATER BLVD OVER I-5,TUMWATER BLVD,I-5,Washington State,Washington State,TUMWATER,Thurston County,OL,46.980999,-122.927277,N,5,<Null>,<Null>,1986,0,198,99,99.9,4,52,55,0,0,9999,1701,2,6,0,0,PCG,2,1,1,6,A,1,5,1,005LX10130,0.06,<Null>,B,0,0,Y,0,0,7,7,7,Good,9,N,1,24,6/30/2022,6/30/2024,35,1,198,54,475,2540,508,2032,5079,2022,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,10/16/2023 3:33,0012994A,1117,2024
1351,Point,0012999A, 12/78,SLOUGH BRIDGE,US 12,SLOUGH,Washington State,Washington State,UNINCORPORATED,Grays Harbor County,OL,46.827297,-123.162781,N,5,<Null>,<Null>,1986,0,131,43,99.9,2,37,41,0,0,9999,0,1,5,0,0,PCS,3,1,5,6,A,1,2,1,12,38.72,<Null>,B,4,1,Y,0,0,7,7,7,Good,9,8,2,48,11/9/2020,10/20/2024,35,1,131,44,475,1369,274,1095,2738,2022,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,10/16/2023 3:33,0012999A,608,2024
1352,Point,0013015A,508/1,SR 508 OVER I-5,SR 508,I-5,Washington State,Washington State,NAPAVINE,Lewis County,SW,46.583668,-122.88903,N,5,<Null>,<Null>,1986,0,250,125,99.9,2,40,43,0,0,9999,1608,2,6,0,0,PCG,2,1,1,6,A,1,3,1,508,0,<Null>,B,3,0,N,0,0,7,7,7,Good,9,N,0,24,6/27/2022,6/27/2024,35,1,250,42,475,2494,499,1995,4988,2022,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,10/16/2023 3:33,0013015A,1315,2024
1353,Point,0013033A, 20/918,CALISPELL CRK BRIDGE,SR 20,CALISPELL CREEK,Washington State,Washington State,UNINCORPORATED,Pend Oreille County,EA,48.338791,-117.304451,N,5,<Null>,<Null>,1986,0,284,42,99.9,2,37,40,0,0,9999,0,22,5,0,0,PCMWG,7,1,5,6,A,1,3,1,20,418.93,<Null>,B,4,1,Y,0,0,7,7,7,Good,9,8,1,24,8/3/2022,8/3/2024,35,1,284,39,475,2630,526,2104,5261,2022,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,10/16/2023 3:33,0013033A,842,2024
1354,Point,0013037A,167/129N-E,N-E RAMP,SR 167 OFF RAMP NB,SPRINGBROOK CREEK,Washington State,Washington State,KENT,King County,NW,47.41061,-122.219276,N,5,<Null>,<Null>,1986,0,134,38,99.9,1,27.8,30.8,0,0,9999,0,1,2,0,0,CS,4,1,5,6,A,1,3,7,167P102206,0.25,<Null>,I,6,0,Y,0,0,7,7,7,Good,9,8,0,48,6/30/2022,6/30/2026,35,1,134,33,475,1050,210,840,2100,2022,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,10/16/2023 3:33,0013037A,712,2024
1355,Point,0013040B,  4/7,SALMON CREEK BRIDGE,SR 4,SALMON CREEK,Washington State,Washington State,UNINCORPORATED,Pacific County,SW,46.359318,-123.763031,N,5,<Null>,<Null>,1986,0,110,106,99.9,2,36,39,0,0,9999,0,2,5,0,0,PCG,1,1,5,6,A,1,3,1,4,7.11,<Null>,B,5,1,Y,0,0,7,7,7,Good,9,7,4,24,8/23/2021,8/23/2023,35,1,110,38,400,836,167,669,1672,2014,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,10/16/2023 3:33,0013040B,1011,2024
1356,Point,0013042B,167/30W,SR 167 OVER W-S RAMP,SR 167,W-S RAMP,Washington State,Washington State,UNINCORPORATED,Pierce County,OL,47.202415,-122.257332,L,5,<Null>,<Null>,1988,0,270,120,99.9,3,50.3,51.8,0,0,9999,1809,5,2,0,0,CBOX,3,1,1,6,A,1,3,1,167,7.03,<Null>,D,1,1,Y,0,0,6,7,7,Fair,9,N,0,24,10/24/2022,10/24/2024,35,1,270,52,475,3334,667,2668,6669,2022,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,10/16/2023 3:33,0013042B,719,2024
1357,Point,0013042C,167/32W,SR 167 OVER VALLEY AVE/RR,SR 167,CITY STREETS & RR,Washington State,Washington State,UNINCORPORATED,Pierce County,OL,47.203251,-122.254417,L,5,<Null>,<Null>,1987,0,1012,114,99.9,2,38,41.4,0,0,9999,1505,2,6,0,0,PCG,9,1,4,6,A,1,3,1,167,7.19,<Null>,D,1,1,Y,0,0,7,5,7,Fair,9,N,0,24,11/29/2022,11/29/2024,35,1,1012,40,475,9614,1923,7691,19228,2022,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,10/16/2023 3:33,0013042C,334,2024
1358,Point,0013042D,167/34W,SR 167 OVER W VALLEY HWY,SR 167,W VALLEY HWY,Washington State,Washington State,SUMNER,Pierce County,OL,47.206337,-122.248352,L,5,<Null>,<Null>,1987,0,290,83,99.9,2,38,41,0,0,9999,2609,2,6,0,0,PCG,4,1,1,6,A,1,3,1,167,7.56,<Null>,D,1,1,Y,0,0,7,7,7,Good,9,N,0,24,10/24/2022,10/24/2024,35,1,290,40,475,2755,551,2204,5510,2022,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,10/16/2023 3:33,0013042D,721,2024
1359,Point,0013042E,167/40W,SR 167 OVER STEWART ST E,SR 167,STEWART ST E,Washington State,Washington State,PACIFIC,Pierce County,OL,47.250252,-122.257668,L,4,<Null>,<Null>,1987,0,185,77,99.9,2,38.6,41.6,0,0,9999,1510,2,6,0,0,PCG,3,1,1,6,A,1,3,1,167,10.67,<Null>,D,1,1,Y,0,0,7,7,7,Good,9,N,0,24,6/22/2023,6/22/2025,35,1,185,41,475,1802,360,1441,3603,2022,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,10/16/2023 3:33,0013042E,722,2024
1360,Point,0013048A,527/120,SR 527 OVER I-5,SR 527,I-5,Washington State,Washington State,EVERETT,Snohomish County,NW,47.918072,-122.206261,N,5,<Null>,<Null>,1987,0,415,100,99.9,5,85,88,0,0,9999,1610,2,6,0,0,PCG,5,1,1,6,A,1,3,1,527,11.84,<Null>,B,1,1,Y,0,0,6,7,7,Fair,9,N,1,24,10/26/2021,10/26/2023,35,1,415,90,475,8870,1774,7096,17741,2022,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,10/16/2023 3:33,0013048A,1387,2024
1361,Point,0013055A,507/128,NISQUALLY RIVER,SR 507,NISQUALLY RIVER,Washington State,Washington State,UNINCORPORATED,Thurston County,OL,46.933224,-122.560913,N,5,<Null>,<Null>,1987,0,284,110,99.9,3,44,46.2,0,0,9999,0,2,6,0,0,PCG,3,1,5,6,A,1,3,1,507,30.65,<Null>,B,47,1,Y,0,0,6,7,7,Fair,9,7,2,24,9/7/2021,9/7/2023,35,1,284,42,400,2386,477,1908,4771,2014,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,10/16/2023 3:33,0013055A,1314,2024
1362,Point,0013073B,101/251,SNOW CREEK,US 101,SNOW CREEK,Washington State,Washington State,UNINCORPORATED,Jefferson County,OL,47.987331,-122.885864,N,5,<Null>,<Null>,1986,0,71,68,66,2,56.9,59.7,0,0,9999,0,1,5,0,0,PCS,1,1,5,6,A,1,2,1,101,282.61,<Null>,B,3,1,Y,0,0,7,7,7,Good,9,5,0,24,9/13/2022,9/13/2024,35,1,71,41,475,692,138,553,1383,2022,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,10/16/2023 3:33,0013073B,472,2024
1363,Point,0013111A,  9/305,S FK NOOKSACK RIVER,SR 9,S FK NOOKSACK RIVER,Washington State,Washington State,UNINCORPORATED,Whatcom County,NW,48.719471,-122.203415,N,5,<Null>,<Null>,1987,0,380,138,99.9,2,28,35.3,0,5,9999,0,2,6,0,0,PCG CBox,3,5,5,6,A,1,3,1,9,72.38,B,B,43,0,N,0,0,7,7,7,Good,9,5,1,24,5/23/2023,5/23/2025,35,1,380,34,475,3068,614,2455,6137,2022,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,10/16/2023 3:33,0013111A,1488,2024
1364,Point,0013113A,123/2,SUMMIT CREEK,SR 123,SUMMIT CRK,Washington State,Washington State,UNINCORPORATED,Lewis County,SW,46.693005,-121.577385,N,5,<Null>,<Null>,1986,0,165,160,99.9,2,28,31,0,0,9999,0,2,3,0,0,SG,1,1,5,6,A,1,3,1,123,0.6,<Null>,B,99,1,Y,0,2,7,7,7,Good,9,9,1,24,6/27/2022,6/27/2024,35,1,165,34,475,1332,266,1066,2665,2022,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,10/16/2023 3:33,0013113A,613,2024
1365,Point,0013129A,127/104,BIG ALKALI CRK,SR 127,ALKALI FLAT CREEK,Washington State,Washington State,UNINCORPORATED,Whitman County,EA,46.75964,-117.714722,N,5,<Null>,<Null>,1987,0,67,66,62,2,32.9,35.9,0,0,9999,0,1,5,0,0,PCS,1,1,5,6,A,1,3,1,127,22.4,<Null>,B,13,1,Y,0,0,7,7,7,Good,9,5,0,48,5/20/2020,4/12/2024,35,1,67,35,475,557,111,446,1114,2022,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,10/16/2023 3:33,0013129A,620,2024
1366,Point,0013166C,  3/103N,SR 3 NB OVER SR 16,SR 3 NB,SR 16,Washington State,Washington State,UNINCORPORATED,Kitsap County,OL,47.526798,-122.701653,N,5,<Null>,<Null>,1988,0,1347,175,99.9,1,22,29.6,0,4,9999,1409,2,4,4,5,SG PCBTG,7,5,1,6,A,1,3,1,3,34.41,<Null>,I,0,1,Y,0,0,7,7,7,Good,9,N,0,24,10/10/2021,10/10/2023,35,1,1347,30,475,9598,1920,7678,19195,2022,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,10/16/2023 3:33,0013166C,970,2024
1367,Point,0013168A, 90/24.1N,WESTBOUND TUNNEL APPR,WESTBOUND I-90,"S TRANSIT RR, LAKEVIEW A",Washington State,Washington State,SEATTLE,King County,NW,47.590416,-122.288582,N,2,<Null>,<Null>,1989,0,269,84,99.9,4,52,55,0,0,9999,1800,1,2,0,0,CS,7,1,1,6,A,1,1,1,90,4.24,<Null>,D,4,1,Y,1,0,7,7,7,Good,9,N,0,48,4/15/2023,4/15/2027,35,1,269,54,475,3450,690,2760,6900,2022,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,10/16/2023 3:33,0013168A,1529,2024
1368,Point,0013183A,512/40S,SR 512 OVER SR 167,SR 512,SR 167,Washington State,Washington State,UNINCORPORATED,Pierce County,OL,47.202084,-122.278778,R,5,<Null>,<Null>,1987,0,343,126,99.9,1,26,27.8,0,0,9999,1611,2,6,0,0,PCG,4,1,1,6,A,1,3,1,512,11.99,<Null>,I,1,1,Y,0,0,7,7,7,Good,9,N,0,24,4/12/2023,4/12/2025,35,1,343,29,475,2362,472,1889,4723,2022,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,10/16/2023 3:33,0013183A,1349,2024
1369,Point,0013188A,528/1,ALLEN CREEK BRIDGE,SR 528,ALLEN CREEK,Washington State,Washington State,MARYSVILLE,Snohomish County,NW,48.051754,-122.164383,N,5,<Null>,<Null>,1988,0,100,50,95,4,46,60.3,6,6,9999,0,1,5,0,0,PCS,2,5,5,6,A,1,3,1,528,0.94,<Null>,B,2,0,N,0,0,7,7,7,Good,9,5,1,48,7/13/2021,7/13/2025,35,1,100,48,475,1140,228,912,2280,2022,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,10/16/2023 3:33,0013188A,1388,2024
1370,Point,0013190A, 90/17N,I-90 OVER RAINIER AVE S,I-90,RAINIER AVE,Washington State,Washington State,SEATTLE,King County,NW,47.590557,-122.308029,L,5,<Null>,<Null>,1988,0,307,121,99.9,5,80,83,0,0,9999,2310,5,6,0,0,PTCBox,3,1,1,6,A,1,1,1,90,3.33,<Null>,D,1,1,Y,1,0,6,7,6,Fair,9,N,1,24,9/8/2021,9/8/2023,35,1,307,82,400,5035,1007,4028,10070,2014,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,10/16/2023 3:33,0013190A,1518,2024
1371,Point,0013192A, 90/31,76TH AVE SE OVER I-90,CITY ST - 76TH AVE,I-90,Washington State,Washington State,MERCER ISLAND,King County,NW,47.589279,-122.237724,N,2,<Null>,<Null>,1989,0,360,132,99.9,3,40,103,1,10,9999,1609,5,2,0,0,CBOX,4,5,4,6,A,1,5,1,420007080,0.34,<Null>,B,0,0,N,0,0,7,7,7,Good,9,N,0,24,3/8/2022,3/8/2024,35,1,360,42,475,3591,718,2873,7182,2022,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,10/16/2023 3:33,0013192A,1536,2024
1372,Point,0013207A,  5/426A,74TH-72ND ST OVER RAMP,74TH - 72ND ST,S-W RAMP,Washington State,Washington State,TACOMA,Pierce County,OL,47.190414,-122.463142,N,5,<Null>,<Null>,1988,0,54,54,49,8,88,101.5,6,6,9999,1900,1,1,0,0,CS,1,5,1,6,A,1,5,1,005LX12959,0.07,<Null>,B,0,1,N,0,0,6,7,7,Fair,9,N,0,24,11/17/2021,11/17/2023,35,1,54,90,400,972,194,778,1944,2014,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,10/16/2023 3:33,0013207A,1143,2024
1373,Point,0013221A, 90/38,E MERCER WAY OVER I-90,EAST MERCER WAY,I-90,Washington State,Washington State,MERCER ISLAND,King County,NW,47.577778,-122.207443,N,2,<Null>,<Null>,1988,0,238,95,99.9,3,42,121.5,0,10,9999,1709,6,5,0,0,PTCBox,3,5,4,6,A,1,5,1,090LX00835,0.01,<Null>,B,0,0,N,0,0,7,7,7,Good,9,N,1,24,3/8/2022,3/8/2024,35,1,238,48,475,2713,543,2170,5426,2022,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,10/16/2023 3:33,0013221A,1541,2024
1374,Point,0013227A, 27/27,SPRING CREEK,SR 27,SPRING CREEK,Washington State,Washington State,UNINCORPORATED,Whitman County,EA,47.125526,-117.199059,N,5,<Null>,<Null>,1988,0,310,85,99.9,2,32,35,0,0,9999,0,2,6,0,0,PCG,4,1,5,6,A,1,3,1,27,34.03,<Null>,B,8,0,N,0,0,6,7,7,Fair,9,5,1,24,4/12/2022,4/12/2024,35,1,310,34,475,2503,501,2002,5006,2022,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,10/16/2023 3:33,0013227A,942,2024
